pr_number,complexity_score,complexity_rationale,quality_score,quality_rationale,model_used,analyzed_at
55359,3,"multi-file feature with 3 files, 125 additions",3,approved but 2-3 revisions from inline suggestions,deepseek/deepseek-v4-flash:free,2026-05-15T06:53:42.115134
55352,3,"This is 2 files, but not architectural; 3 fits for multi-file feature.",4,"It was approved and deployed, never reverted, and clean ref to fix latency metrics.",deepseek/deepseek-v4-flash:free,2026-05-15T06:53:56.636322
55355,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:54:06.140259
55349,3,"PR touches multiple files (9) with a moderate refactor, not a simple single-file change.",4,"Human-approved, tests added, deployed successfully, with only minor stylistic suggestions from an automated bot.",deepseek/deepseek-v4-flash:free,2026-05-15T06:54:14.404233
55345,3,"The PR underwent multiple inline review comments and required revisions before final approval and deployment, but there are both approved and fix-it comments.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:54:42.715190
55344,3,"The PR touches 4 files with 79 additions, adding a new field, validation logic, and transactional creation of a related model, which is a moderate multi-file feature.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:54:47.539673
55350,2,"This is a focused single-domain fix: the original 403 guard in loadSources was broadened in 2 files (sourcesDataLogic.ts and its test) to cover transient network/abort errors, exactly the minimal change needed to fix a real production issue.",4,"All four substantive concerns raised in bot reviews were exactly addressed: the error guard is narrowed to instance of ApiError, breakpoint() is called before returning empty results to handle kea race conditions, and the test mock uses jest.requireActual to preserve the real ApiError class. The fix is focused and well-tested.",deepseek/deepseek-v4-flash:free,2026-05-15T06:55:09.759002
55342,4,"Several reviewers provided meaningful feedback on missing status handling and query correctness, requiring revisions.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:55:33.083953
55340,4,This is an architectural change requiring 23 file modifications and database model additions.,3,The PR received extensive review comments including multiple P1 bugs and required at least one inline fix commit.,deepseek/deepseek-v4-flash:free,2026-05-15T06:55:36.921715
55343,4,"This is a multi-file feature adding a new PostgreSQL integration with a Django migration, backend validation, SSL handling improvements, and some ref work, requiring architectural reach (integration model, SSL, migration) and cross-cutting changes to batch export destinations",3,"The PR was initially gated, had multiple review comments on code quality (sync I/O in async context, duplicate code, migrating oversight) and some revisions, but a human approved after addressing; requiring follow-ups still",deepseek/deepseek-v4-flash:free,2026-05-15T06:56:00.828069
55338,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:56:07.644299
55336,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:56:13.520129
55333,2,Single fix addressing column persistence and export in sessions view.,5,"Approved without rework, deployed cleanly with minor bundle changes.",deepseek/deepseek-v4-flash:free,2026-05-15T06:57:03.104033
55332,4,"Multi-file feature introducing schema types, frontend pending update logic, backend ClickHouse query union, plus bug fix, but not major new product.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:57:09.013060
55331,3,"The change is a structured multi-file documentation addition, with 8 files and substantial content.",3,"The PR underwent 2-3 revision cycles addressing bot feedback, which qualifies as moderate quality.",deepseek/deepseek-v4-flash:free,2026-05-15T06:57:13.295907
55335,1,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:57:45.021768
55325,2,This PR is a single-file fix with two straightforward corrections (package name and Python version).,4,"The changes are correct, minimal, and received one approval with no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T06:58:07.815744
55324,3,"The PR touches multiple files across the stack (model, migration, serializer, temporal workflow, frontend, API types) and includes a substantive feature change.",3,"The PR required several rework commits to fix a critical workflow bug and address various review suggestions, and the hand-edited API type was later corrected.",deepseek/deepseek-v4-flash:free,2026-05-15T06:58:11.636469
55326,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:58:18.583468
55315,3,"The PR is a moderate, isolated dependency upgrade with a single bug fix (3 files, 29 additions), but includes a transitive dependency bump and addresses a prior memory/performance problem.",3,"The PR was previously reverted once, is authored by an agent, tested only via Storybook diff, and after deployment one reviewer questioned potential breakage, so quality is 3 (needed 2-3 revisions).",deepseek/deepseek-v4-flash:free,2026-05-15T06:58:35.102505
55313,2,"Simple refactor of dashboard component, extracting a constant and helper function, no new feature.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:58:43.877284
55310,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T06:58:54.018386
55314,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T06:59:13.453606
55308,3,"The change introduces a new feature across 12 files, adding multiple new API endpoints, modifying abstract base classes, and regenering API clients.",4,"The PR was approved, demonstrates good structure with a clear problem statement, and test coverage is noted as missing but the PR is still accepted for deployment.",deepseek/deepseek-v4-flash:free,2026-05-15T06:59:47.313427
55309,4,"The PR is multi-file (17 files, 274 added) and involves architectural changes to hydrate artifacts across workflows.",3,"The PR had one approval but also substantive review comments (bot-raised bugs) and 2 test failures, requiring rework.",deepseek/deepseek-v4-flash:free,2026-05-15T06:59:54.281703
55305,4,"Multi-file feature with architectural change (token resolution from UserIntegration) - 11 files, 319 added, 42 removed.",3,"2-3 revisions with minor issues (preflight asymmetry, test coverage gaps), but approved.",deepseek/deepseek-v4-flash:free,2026-05-15T07:00:01.991874
55306,3,"PR has an approved review and passes tests but a bot review flagged the missing SYNC modifier in DROP statements, indicating a consistency issue.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T07:00:04.762742
55303,4,"The PR introduces a new UserIntegration model with GitHub-only support, moves GH helpers, and updates API routes, requiring a moderate architectural shift.",3,"The PR went through several review revisions with suggestions and feedback, indicating a quality that is not first-pass perfect but is overall solid.",deepseek/deepseek-v4-flash:free,2026-05-15T07:00:56.045201
55302,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T07:01:12.457797
55304,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T07:01:18.906873
55297,3,"The PR adds a new API endpoint, serializer, concurrent index migration, and frontend components across 15 files.",3,"The PR is approved and deployed, but has two inline reviewer comments (P1 and P2) that require fixes and one bot-flagged test assertion issue.",deepseek/deepseek-v4-flash:free,2026-05-15T07:01:36.223848
55299,4,"Architectural change: new helper function, routing through authentication, view changes, rate limiting, celery task, 7 files.",3,"One changes requested, multiple inline comments, ultimately approved, not first-pass perfect but clean.",deepseek/deepseek-v4-flash:free,2026-05-15T07:01:37.971137
55296,2,"Simple removal of a feature flag across multiple files, minimal logic changes.",4,"Clean, approved with no rework, tested and deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T07:01:50.525608
55294,2,One fix to 10 files in 3-4 revisions,4,"One approval, no rework, test updates that deploy passed",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:01.898507
55295,3,"Multi-file feature requiring root cause analysis of ClickHouse cluster routing, but the fix is straightforward.",4,"Clean with thorough root cause analysis, one revision cycle, and automated tests passing.",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:02.161495
55291,3,The PR adds deep linking across two files with query parameters and error states.,3,"The PR has bugs: integration_id not forwarded, success icon on error, OAuth error path not forwarding params, so needs revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:09.280685
55285,3,"Implementation spread across 1 new file + 3 changes, includes multiple filters and live-run vs dry-run logic, but does not cross subsystem boundaries.",4,"Solid unit tests (13), E2E validation, clean approvals, but minor review suggestions (e.g. null exclusion, param test) remain.",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:15.887622
55292,4,"2-3 revisions: multiple bugs (double-scoped group, race condition, TEMP timeout) found during review that required fixes",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T07:02:22.868881
55284,3,Multi-file change with non-finite float handling and orjson integration that required a careful analysis. Not major architecturally.,4,"Clean, tested, reviewed, with minor suggestions for refinement (parameterization).",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:25.467212
55282,2,"This PR is a single-file change that adds a Prometheus counter and logging, which is a simple observability improvement.",4,"The PR has one approver, passes dev/prod deployment, and the author justifies a single discussion point. No reverts or major rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:31.960448
55281,3,Multi-file feature adding iOS-specific minimum duration setting with UI component and trigger logic,4,Clean code with minor review suggestions; approved with one human review,deepseek/deepseek-v4-flash:free,2026-05-15T07:02:47.661905
55283,4,"This is a multi-file architectural cleanup involving removal of dead streaming code, feature flag consolidation, naming cleanup, and test fixes across 43 files",3,"The PR was approved and deployed, but it left behind dead constants and a duplicate constant definition, and failed tests indicate the cleanup was not thorough",deepseek/deepseek-v4-flash:free,2026-05-15T07:02:52.772563
